Group,Soft Cap Period,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Faculty & Researcher,AY 24-25, 1st,employee,researcher,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,17,7,24
Staff,AY 24-25, 1st,employee,administrator,13,0,7,1,0,0,0,0,0,0,0,0,0,3,0,0,3,13,8,13,11,24
Staff,AY 24-25, 1st,employee,administrator,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,16,8,24
Others,AY 24-25, 1st,student,--Unknown billing code--,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Faculty & Researcher,AY 24-25, 1st,employee,researcher,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Staff,AY 24-25, 1st,employee,administrator,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Others,AY 24-25, 1st,student,--Unknown billing code--,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,24,24
Student,AY 24-25, 1st,student,degree,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,21,3,24
Others,AY 24-25, 1st,student,--Unknown billing code--,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,10,0,10,0,10
Faculty & Researcher,AY 24-25, 1st,employee,faculty,1,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1,17,1,23,24
Others,AY 24-25, 1st,student,--Unknown billing code--,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Student,AY 24-25, 1st,student,degree,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,9,15,24
Others,AY 24-25, 1st,student,--Unknown billing code--,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,20,24
Others,AY 24-25, 1st,student,--Unknown billing code--,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,19,0,24,24
Student,AY 24-25, 1st,student,degree,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,24
Student,AY 24-25, 1st,student,degree,4,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,12,4,20,24
Student,AY 24-25, 1st,student,degree,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,21,24
Student,AY 24-25, 1st,student,degree,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,13,11,24
Student,AY 24-25, 1st,student,degree,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,13,11,24
Staff,AY 24-25, 1st,affiliate,security_staff,4,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,7,16,23
Others,AY 24-25, 1st,student,--Unknown billing code--,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,23
Faculty & Researcher,AY 24-25, 1st,employee,faculty,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,22,23
Staff,AY 24-25, 1st,affiliate,contractor,5,0,12,5,0,0,0,0,0,0,0,0,1,0,0,0,1,5,17,5,18,23
Staff,AY 24-25, 1st,affiliate,ad_employee_of_vendor,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,7,16,23
Staff,AY 24-25, 1st,affiliate,contractor,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,23
Faculty & Researcher,AY 24-25, 1st,employee,researcher,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,22,1,23
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,20,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,20,1,20,2,22
Others,AY 24-25, 1st,employee,--Unknown billing code--,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
Student,AY 24-25, 1st,student,degree,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,16,7,23
Faculty & Researcher,AY 24-25, 1st,employee,researcher,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,23
Staff,AY 24-25, 1st,affiliate,contractor,9,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,13,9,14,23
Student,AY 24-25, 1st,student,degree,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,23
Student,AY 24-25, 1st,student,degree,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,4,19,23
Others,AY 24-25, 1st,Default cost center,--Unknown billing code--,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,17,3,20,23
Student,AY 24-25, 1st,student,degree,18,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,2,18,5,23
Student,AY 24-25, 1st,student,degree,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3,20,23
Faculty & Researcher,AY 24-25, 1st,employee,adjunct faculty,0,13,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,13,9,13,10,23
Student,AY 24-25, 1st,student,degree,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,21,2,23
Staff,AY 24-25, 1st,employee,administrator,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
Student,AY 24-25, 1st,student,degree,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,23
Others,AY 24-25, 1st,student,--Unknown billing code--,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,23
Student,AY 24-25, 1st,student,degree,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12,11,23
Student,AY 24-25, 1st,student,degree,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2,21,23
Student,AY 24-25, 1st,student,degree,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,17,6,23
Others,AY 24-25, 1st,affiliate,ad_executive_authority,4,0,7,0,0,0,0,0,0,0,4,0,7,0,0,0,7,4,7,4,14,18
Others,AY 24-25, 1st,employee,--Unknown billing code--,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Staff,AY 24-25, 1st,affiliate,contractor,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,8,14,22
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,19,22
Staff,AY 24-25, 1st,affiliate,contractor,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,1,0,5,0,0,0,0,0,0,0,1,0,15,0,0,0,15,1,5,1,20,21
Others,AY 24-25, 1st,student,--Unknown billing code--,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,20,2,22
Others,AY 24-25, 1st,affiliate,ad_executive_authority,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,8,14,22
Others,AY 24-25, 1st,employee,--Unknown billing code--,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,5,17,22
Faculty & Researcher,AY 24-25, 1st,employee,researcher,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,20,0,20
Others,AY 24-25, 1st,Default cost center,--Unknown billing code--,15,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,15,7,22
Student,AY 24-25, 1st,student,degree,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Faculty & Researcher,AY 24-25, 1st,employee,researcher,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Staff,AY 24-25, 1st,affiliate,contractor,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Faculty & Researcher,AY 24-25, 1st,employee,researcher,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Staff,AY 24-25, 1st,affiliate,contractor,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Staff,AY 24-25, 1st,employee,administrator,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Others,AY 24-25, 1st,Default cost center,--Unknown billing code--,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,9,0,9
Faculty & Researcher,AY 24-25, 1st,employee,researcher,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,20,22
Staff,AY 24-25, 1st,employee,administrator,2,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,20,22
Student,AY 24-25, 1st,student,degree,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,19,22
Others,AY 24-25, 1st,employee,--Unknown billing code--,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Others,AY 24-25, 1st,student,--Unknown billing code--,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,22
Staff,AY 24-25, 1st,employee,administrator,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,20,22
Staff,AY 24-25, 1st,employee,administrator,11,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,8,11,3,11,11,22
Faculty & Researcher,AY 24-25, 1st,employee,faculty,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Student,AY 24-25, 1st,student,degree,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,19,22
Student,AY 24-25, 1st,student,degree,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,20,22
Student,AY 24-25, 1st,student,degree,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,18,4,22
Others,AY 24-25, 1st,student,--Unknown billing code--,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,7,15,22
Student,AY 24-25, 1st,student,degree,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,0,18,0,18
Student,AY 24-25, 1st,student,degree,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,16,6,22
Faculty & Researcher,AY 24-25, 1st,employee,faculty,13,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,15,7,22
Student,AY 24-25, 1st,student,degree,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,16,6,22
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,2,19,21
Others,AY 24-25, 1st,employee,--Unknown billing code--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Staff,AY 24-25, 1st,employee,administrator,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,20,1,21
Staff,AY 24-25, 1st,affiliate,security_staff,3,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,18,21
Staff,AY 24-25, 1st,employee,administrator,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,6,0,1,8,0,0,0,0,0,0,0,0,1,5,0,0,6,6,9,6,15,21
Staff,AY 24-25, 1st,affiliate,ad_contingent,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0,21,21
Others,AY 24-25, 1st,employee,--Unknown billing code--,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,4,17,21
Others,AY 24-25, 1st,student,--Unknown billing code--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Staff,AY 24-25, 1st,employee,administrator,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,10,11,21
Staff,AY 24-25, 1st,employee,administrator,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Staff,AY 24-25, 1st,employee,administrator,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,13,21
Others,AY 24-25, 1st,student,--Unknown billing code--,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Others,AY 24-25, 1st,employee,--Unknown billing code--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Staff,AY 24-25, 1st,employee,administrator,15,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,15,6,21
Staff,AY 24-25, 1st,employee,administrator,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,4,17,21
Student,AY 24-25, 1st,student,degree,8,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,13,21
Student,AY 24-25, 1st,student,degree,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Faculty & Researcher,AY 24-25, 1st,employee,faculty,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Others,AY 24-25, 1st,student,--Unknown billing code--,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,20,21
Student,AY 24-25, 1st,student,degree,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,20,1,21
Others,AY 24-25, 1st,employee,--Unknown billing code--,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Faculty & Researcher,AY 24-25, 1st,employee,researcher,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Faculty & Researcher,AY 24-25, 1st,employee,researcher,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,20,1,21
Student,AY 24-25, 1st,student,degree,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,17,4,21
Student,AY 24-25, 1st,student,degree,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,12,21
Student,AY 24-25, 1st,student,degree,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,17,4,21
Others,AY 24-25, 1st,student,--Unknown billing code--,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,7,14,21
Student,AY 24-25, 1st,student,degree,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,17,4,21
Faculty & Researcher,AY 24-25, 1st,employee,faculty,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,20,21
Student,AY 24-25, 1st,student,degree,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Others,AY 24-25, 1st,student,--Unknown billing code--,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,18,21
Student,AY 24-25, 1st,student,degree,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Student,AY 24-25, 1st,student,degree,3,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,15,3,3,3,18,21
Student,AY 24-25, 1st,student,degree,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,10,11,21
Student,AY 24-25, 1st,student,degree,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,10,11,21
Student,AY 24-25, 1st,student,degree,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Student,AY 24-25, 1st,student,degree,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,20,1,21
Student,AY 24-25, 1st,student,degree,6,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,11,6,4,6,15,21
Student,AY 24-25, 1st,student,degree,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Student,AY 24-25, 1st,student,degree,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,15,6,21
Student,AY 24-25, 1st,student,degree,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,18,3,21
Student,AY 24-25, 1st,student,degree,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,7,14,21
Student,AY 24-25, 1st,student,degree,10,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,6,10,5,10,11,21
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,AY 24-25, 1st,affiliate,contractor,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,12,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,19,20
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,AY 24-25, 1st,affiliate,contractor,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,12,20
Staff,AY 24-25, 1st,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,AY 24-25, 1st,affiliate,contractor,2,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,16,20
Staff,AY 24-25, 1st,affiliate,contractor,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,18,20
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,1,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,9,20
Others,AY 24-25, 1st,Default cost center,--Unknown billing code--,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,17,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,AY 24-25, 1st,affiliate,contractor,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,AY 24-25, 1st,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Others,AY 24-25, 1st,affiliate,employee_family_member,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,13,7,20
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1,20
Others,AY 24-25, 1st,student,--Unknown billing code--,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,15,0,20,20
Staff,AY 24-25, 1st,affiliate,security_staff,1,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,19,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Faculty & Researcher,AY 24-25, 1st,employee,researcher,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,13,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,19,20
Staff,AY 24-25, 1st,employee,administrator,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,6,14,20
Others,AY 24-25, 1st,student,--Unknown billing code--,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,14,6,20
Others,AY 24-25, 1st,student,--Unknown billing code--,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,12,20
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Faculty & Researcher,AY 24-25, 1st,employee,researcher,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,11,20
Student,AY 24-25, 1st,student,degree,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Others,AY 24-25, 1st,student,--Unknown billing code--,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,19,20
Student,AY 24-25, 1st,student,degree,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,12,8,20
Student,AY 24-25, 1st,student,degree,9,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,4,9,0,9,4,13
Staff,AY 24-25, 1st,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Others,AY 24-25, 1st,student,--Unknown billing code--,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,15,5,20
Student,AY 24-25, 1st,student,degree,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,17,20
Faculty & Researcher,AY 24-25, 1st,employee,researcher,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Student,AY 24-25, 1st,student,degree,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,19,20
Student,AY 24-25, 1st,student,degree,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Student,AY 24-25, 1st,student,degree,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,12,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,11,20
Student,AY 24-25, 1st,student,degree,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Student,AY 24-25, 1st,student,degree,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1,20
Faculty & Researcher,AY 24-25, 1st,employee,researcher,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,18,2,20
Faculty & Researcher,AY 24-25, 1st,employee,faculty,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,17,20
Student,AY 24-25, 1st,student,degree,14,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,3,14,1,14,4,18
Faculty & Researcher,AY 24-25, 1st,employee,researcher,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Others,AY 24-25, 1st,employee,--Unknown billing code--,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Student,AY 24-25, 1st,student,degree,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,9,20
Student,AY 24-25, 1st,student,degree,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,18,20
Student,AY 24-25, 1st,student,degree,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Student,AY 24-25, 1st,student,degree,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Student,AY 24-25, 1st,student,degree,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Student,AY 24-25, 1st,student,degree,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,9,20
Faculty & Researcher,AY 24-25, 1st,employee,researcher,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,13,6,19
Staff,AY 24-25, 1st,affiliate,contractor,1,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,18,19
Others,AY 24-25, 1st,student,--Unknown billing code--,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19
Staff,AY 24-25, 1st,affiliate,contractor,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,15,19
Others,AY 24-25, 1st,Default cost center,--Unknown billing code--,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,13,6,19
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Staff,AY 24-25, 1st,affiliate,contractor,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Others,AY 24-25, 1st,student,--Unknown billing code--,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,17,2,19
Others,AY 24-25, 1st,Default cost center,--Unknown billing code--,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Student,AY 24-25, 1st,student,degree,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,2,17,19
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19
Staff,AY 24-25, 1st,employee,administrator,0,0,7,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,7,0,13,13
Staff,AY 24-25, 1st,employee,administrator,1,4,4,8,0,0,0,0,0,0,1,0,1,0,0,0,1,5,12,5,13,18
Others,AY 24-25, 1st,affiliate,--Unknown billing code--,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,14,19
Others,AY 24-25, 1st,employee,--Unknown billing code--,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,16,19
Others,AY 24-25, 1st,student,--Unknown billing code--,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,18,19
Others,AY 24-25, 1st,student,--Unknown billing code--,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,8,19
